Species	Ensembl ID	Gene Name	Log2FC	FDR
Microbat	ENSMLUG00000028033	NA	0.42233	0.0466241
Microbat	ENSMLUG00000013210	NEDD9	0.421599	0.00333213
Microbat	ENSMLUG00000017186	RAB13	0.418635	0.0304424
Microbat	ENSMLUG00000004075	TIMP1	0.417713	0.0124802
Microbat	ENSMLUG00000017066	PHACTR4	0.416913	0.00817598
Microbat	ENSMLUG00000014037	ARMC1	0.416506	0.0466776
Microbat	ENSMLUG00000015346	DPY30	0.416323	0.0372219
Microbat	ENSMLUG00000007487	DAB1	0.415866	0.0444372
Microbat	ENSMLUG00000005954	SLC38A2	0.415521	0.0073189
Microbat	ENSMLUG00000004101	NUCB2	0.41542	0.00669396
Microbat	ENSMLUG00000003079	TRIB2	0.415167	0.0130884
Microbat	ENSMLUG00000022764	NA	0.413501	0.024195
Microbat	ENSMLUG00000009924	B3GNT2	0.413442	0.0320059
Microbat	ENSMLUG00000016823	INSIG1	0.413341	0.00558941
Microbat	ENSMLUG00000014951	SKIL	0.41322	0.0191409
Microbat	ENSMLUG00000001949	ARSB	0.413131	0.0177953
Microbat	ENSMLUG00000004147	PCNX	0.410034	0.00151894
Microbat	ENSMLUG00000017677	UBE2Q1	0.408851	0.0044165
Microbat	ENSMLUG00000009862	PSMB2	0.408553	0.0424987
Microbat	ENSMLUG00000000661	TMEM87A	0.40823	0.00740777
Microbat	ENSMLUG00000005050	FAM198B	0.408141	0.0133066
Microbat	ENSMLUG00000004798	ITCH	0.407174	0.00680277
Microbat	ENSMLUG00000002103	PTPN13	0.406614	0.0246265
Microbat	ENSMLUG00000022719	NA	0.406116	0.0301271
Microbat	ENSMLUG00000017261	PLPP3	0.405931	0.0230296
Microbat	ENSMLUG00000016300	YTHDC1	0.404964	0.00582546
Microbat	ENSMLUG00000014383	TRIM68	0.404292	0.0218094
Microbat	ENSMLUG00000005344	TAB2	0.403641	0.0122836
Microbat	ENSMLUG00000015786	C10orf12	0.403321	0.0353853
Microbat	ENSMLUG00000000103	PHLPP1	0.403256	0.0445214
Microbat	ENSMLUG00000023670	MARCH7	0.402892	0.00950719
Microbat	ENSMLUG00000011797	ZFR	0.401688	0.00393274
Microbat	ENSMLUG00000005570	CPSF2	0.400319	0.0140133
Microbat	ENSMLUG00000009380	PDIA3	0.40004	0.00499889
Microbat	ENSMLUG00000016161	LRBA	0.399362	0.00840124
Microbat	ENSMLUG00000009567	NA	0.399022	0.0337829
Microbat	ENSMLUG00000016907	NOX4	0.396158	0.0317158
Microbat	ENSMLUG00000000235	TDRD3	0.395649	0.036114
Microbat	ENSMLUG00000025783	NA	0.395187	0.0234022
Microbat	ENSMLUG00000008811	VPS41	0.39483	0.00574225
Microbat	ENSMLUG00000014656	RND3	0.394628	0.0113225
Microbat	ENSMLUG00000005678	TCF20	0.394604	0.0444372
Microbat	ENSMLUG00000014688	EED	0.393949	0.049948
Microbat	ENSMLUG00000001342	TRIP12	0.393807	0.00531626
Microbat	ENSMLUG00000012232	NA	0.393	0.0487857
Microbat	ENSMLUG00000001590	PRKCA	0.392744	0.0448384
Microbat	ENSMLUG00000023315	NA	0.390433	0.0483494
Microbat	ENSMLUG00000011968	DNAJC7	0.389408	0.0118158
Microbat	ENSMLUG00000007723	JAK1	0.387328	0.00413917
Microbat	ENSMLUG00000029364	YAF2	0.386741	0.0313445
Microbat	ENSMLUG00000012261	SMAD1	0.385129	0.0258145
Microbat	ENSMLUG00000016353	TSG101	0.384998	0.0112138
Microbat	ENSMLUG00000011388	FNBP4	0.384408	0.0216549
Microbat	ENSMLUG00000007815	NA	0.383275	0.00632237
Microbat	ENSMLUG00000009065	TXN	0.382649	0.00968829
Microbat	ENSMLUG00000022291	EMP2	0.381502	0.0141589
Microbat	ENSMLUG00000013395	ITPRIP	0.379912	0.0454583
Microbat	ENSMLUG00000008799	ABL1	0.378665	0.0230217
Microbat	ENSMLUG00000006712	CS	0.377968	0.0131732
Microbat	ENSMLUG00000003875	NA	0.37708	0.01779
Microbat	ENSMLUG00000009696	C20orf24	0.376682	0.0126745
Microbat	ENSMLUG00000009733	RNF115	0.376481	0.0281454
Microbat	ENSMLUG00000007537	DENND4C	0.3756	0.0363247
Microbat	ENSMLUG00000015049	CCNL1	0.37521	0.0103707
Microbat	ENSMLUG00000008317	ITM2B	0.374438	0.0077515
Microbat	ENSMLUG00000003129	PHLDB2	0.373772	0.0205681
Microbat	ENSMLUG00000023843	EMB	0.373097	0.0203567
Microbat	ENSMLUG00000000074	TMPO	0.370539	0.024195
Microbat	ENSMLUG00000000267	MBD5	0.369771	0.0417252
Microbat	ENSMLUG00000004834	HSPA8	0.369757	0.00603993
Microbat	ENSMLUG00000011926	BTAF1	0.369251	0.0382317
Microbat	ENSMLUG00000013559	TBC1D5	0.369072	0.024195
Microbat	ENSMLUG00000005549	SPECC1L	0.368311	0.0292541
Microbat	ENSMLUG00000007235	CCDC6	0.367388	0.0454583
Microbat	ENSMLUG00000006982	RAB8A	0.36727	0.0356896
Microbat	ENSMLUG00000004276	EXOSC10	0.367172	0.011362
Microbat	ENSMLUG00000029304	ITSN1	0.366856	0.00919666
Microbat	ENSMLUG00000010601	NA	0.365832	0.00862066
Microbat	ENSMLUG00000007895	SERPING1	0.365822	0.0418802
Microbat	ENSMLUG00000001086	SNAI2	0.364871	0.0417696
Microbat	ENSMLUG00000003134	CNIH4	0.364536	0.0124755
Microbat	ENSMLUG00000004023	NUBP1	0.364433	0.0310096
Microbat	ENSMLUG00000000187	TRPM7	0.36289	0.0497517
Microbat	ENSMLUG00000008992	PRKD3	0.361186	0.00891214
Microbat	ENSMLUG00000002479	CUL1	0.357855	0.010422
Microbat	ENSMLUG00000026422	UBB	0.356045	0.0125752
Microbat	ENSMLUG00000028520	NA	0.355742	0.0267612
Microbat	ENSMLUG00000008187	COX7A2	0.354075	0.0375418
Microbat	ENSMLUG00000004962	NT5C2	0.352604	0.0117753
Microbat	ENSMLUG00000008116	MSN	0.346214	0.0336649
Microbat	ENSMLUG00000016129	SPDL1	0.345131	0.0392179
Microbat	ENSMLUG00000007676	TMEM59	0.339951	0.0357239
Microbat	ENSMLUG00000011880	DCAF6	0.339851	0.036003
Microbat	ENSMLUG00000004758	EIF4E3	0.339081	0.0479599
Microbat	ENSMLUG00000012047	EMP1	0.338156	0.0207588
Microbat	ENSMLUG00000002847	PAK2	0.338128	0.027515
Microbat	ENSMLUG00000004889	DCBLD2	0.335686	0.0274194
Microbat	ENSMLUG00000027283	PDCD6	0.334	0.0407822
Microbat	ENSMLUG00000010216	DDX3X	0.333628	0.0291104
Microbat	ENSMLUG00000003254	PPFIBP1	0.329597	0.0236142
Microbat	ENSMLUG00000014119	NCOA1	0.328193	0.0484015
Microbat	ENSMLUG00000013944	SMAD4	0.327666	0.0312377
Microbat	ENSMLUG00000012931	UBAP2L	0.327462	0.0403489
Microbat	ENSMLUG00000001965	PHYH	0.326433	0.0223375
Microbat	ENSMLUG00000008595	MAGT1	0.325907	0.0239863
Microbat	ENSMLUG00000003478	PLD1	0.325649	0.0281454
Microbat	ENSMLUG00000029093	PTPRA	0.322401	0.0353759
Microbat	ENSMLUG00000015238	ECM2	0.322145	0.0290845
Microbat	ENSMLUG00000014963	PARD3	0.321563	0.0302477
Microbat	ENSMLUG00000001543	FRYL	0.306012	0.0394661
Microbat	ENSMLUG00000029641	F2R	0.301219	0.0471311
Microbat	ENSMLUG00000003657	VMP1	0.29905	0.0484015
Microbat	ENSMLUG00000010866	PRRC1	-0.307102	0.0488215
Microbat	ENSMLUG00000011008	ALDH18A1	-0.307915	0.0478554
Microbat	ENSMLUG00000027484	NA	-0.321385	0.04813
Microbat	ENSMLUG00000013033	TNS2	-0.322659	0.0492711
Microbat	ENSMLUG00000014431	TNRC6C	-0.325189	0.0406766
Microbat	ENSMLUG00000013806	INSR	-0.33119	0.0372596
Microbat	ENSMLUG00000013525	SPAG9	-0.331414	0.0194643
Microbat	ENSMLUG00000009185	SALL2	-0.33266	0.0383937
Microbat	ENSMLUG00000003269	SBNO2	-0.335127	0.0189737
Microbat	ENSMLUG00000011477	TFAP2A	-0.337241	0.0389674
Microbat	ENSMLUG00000029344	NA	-0.337362	0.0499899
Microbat	ENSMLUG00000007571	DIP2A	-0.33772	0.0349542
Microbat	ENSMLUG00000016782	FBXO28	-0.340091	0.0365331
Microbat	ENSMLUG00000011684	TBL3	-0.342867	0.036114
Microbat	ENSMLUG00000023180	ANGPTL4	-0.34319	0.0481101
Microbat	ENSMLUG00000009911	LRCH4	-0.343336	0.0344163
Microbat	ENSMLUG00000001409	CAD	-0.343965	0.0277246
Microbat	ENSMLUG00000003186	DDX27	-0.344342	0.0254168
Microbat	ENSMLUG00000012430	EXTL3	-0.346212	0.0197488
Microbat	ENSMLUG00000012512	ZBTB38	-0.347026	0.0275952
Microbat	ENSMLUG00000007530	TMEFF2	-0.351295	0.0253416
Microbat	ENSMLUG00000025045	DOC2B	-0.353662	0.0312337
Microbat	ENSMLUG00000010244	NAGK	-0.355835	0.0204712
Microbat	ENSMLUG00000009703	DNAJC16	-0.356579	0.0460329
Microbat	ENSMLUG00000011627	RGP1	-0.357601	0.0420326
Microbat	ENSMLUG00000002190	MYH10	-0.360299	0.0150962
Microbat	ENSMLUG00000007934	PPM1F	-0.363733	0.0487857
Microbat	ENSMLUG00000009737	CTTNBP2NL	-0.363813	0.0186352
Microbat	ENSMLUG00000012206	KLC4	-0.36414	0.0224575
Microbat	ENSMLUG00000009237	LDB1	-0.366411	0.0107094
Microbat	ENSMLUG00000016677	IDH2	-0.366502	0.0225922
Microbat	ENSMLUG00000025737	TCAF1	-0.367676	0.011336
Microbat	ENSMLUG00000028483	NA	-0.369409	0.0347652
Microbat	ENSMLUG00000002474	RPS6KA1	-0.370061	0.0376406
Microbat	ENSMLUG00000016553	RIMKLB	-0.371384	0.0344163
Microbat	ENSMLUG00000010006	PLXNA3	-0.371478	0.0288876
Microbat	ENSMLUG00000026087	KLC2	-0.374214	0.0154565
Microbat	ENSMLUG00000000967	IRS1	-0.375061	0.0220749
Microbat	ENSMLUG00000024661	NA	-0.375124	0.0178721
Microbat	ENSMLUG00000011488	CDK2AP2	-0.375439	0.0353853
Microbat	ENSMLUG00000005051	KCNJ8	-0.37707	0.0305998
Microbat	ENSMLUG00000016148	LRP12	-0.377319	0.0306467
Microbat	ENSMLUG00000014019	CAMTA2	-0.377396	0.0294747
Microbat	ENSMLUG00000010557	NA	-0.378574	0.0091421
Microbat	ENSMLUG00000014899	CMIP	-0.381928	0.010068
Microbat	ENSMLUG00000010560	ROR1	-0.382722	0.035573
Microbat	ENSMLUG00000003288	HMGCS1	-0.383502	0.0177345
Microbat	ENSMLUG00000012918	SECISBP2L	-0.383896	0.0295581
Microbat	ENSMLUG00000024457	MPV17L2	-0.384334	0.0320244
Microbat	ENSMLUG00000029454	NA	-0.384412	0.0302477
Microbat	ENSMLUG00000029950	MTSS1L	-0.385065	0.0356093
Microbat	ENSMLUG00000007314	NA	-0.385652	0.0410016
Microbat	ENSMLUG00000011152	OSBPL3	-0.385691	0.0253848
Microbat	ENSMLUG00000009437	LMTK2	-0.385752	0.00562046
Microbat	ENSMLUG00000027105	S1PR1	-0.388709	0.0434514
Microbat	ENSMLUG00000008828	SRF	-0.389577	0.0349054
Microbat	ENSMLUG00000010619	FGD1	-0.390094	0.0466489
Microbat	ENSMLUG00000009148	NA	-0.39013	0.0282242
Microbat	ENSMLUG00000010002	MAP3K12	-0.390261	0.0216549
Microbat	ENSMLUG00000016216	CEP250	-0.390933	0.0296675
Microbat	ENSMLUG00000010178	KLF15	-0.391143	0.0461601
Microbat	ENSMLUG00000028957	APEX1	-0.391192	0.0084254
Microbat	ENSMLUG00000029612	NA	-0.393037	0.0422357
Microbat	ENSMLUG00000007175	KLHL9	-0.393749	0.0304721
Microbat	ENSMLUG00000015240	PPM1M	-0.394214	0.0286199
Microbat	ENSMLUG00000006956	ARHGEF40	-0.396046	0.00956181
Microbat	ENSMLUG00000003310	NIN	-0.398039	0.00998381
Microbat	ENSMLUG00000023880	NA	-0.398482	0.0222127
Microbat	ENSMLUG00000013220	SERINC5	-0.39911	0.0482532
Microbat	ENSMLUG00000013622	TCEAL8	-0.400067	0.028806
Microbat	ENSMLUG00000012781	CAMK2G	-0.400916	0.00850512
Microbat	ENSMLUG00000001154	FHOD1	-0.401927	0.0122605
Microbat	ENSMLUG00000005358	TANC1	-0.40257	0.00689242
Microbat	ENSMLUG00000015005	SH3PXD2B	-0.402848	0.0108338
Microbat	ENSMLUG00000015253	MAPKBP1	-0.403024	0.00500043
Microbat	ENSMLUG00000009059	TACR1	-0.404184	0.0285396
Microbat	ENSMLUG00000012849	TP53INP1	-0.406199	0.0397981
Microbat	ENSMLUG00000009628	AGO1	-0.409451	0.0288876
Microbat	ENSMLUG00000006197	MRVI1	-0.409666	0.00520296
Microbat	ENSMLUG00000012287	ERCC2	-0.410939	0.0246918
Microbat	ENSMLUG00000024724	NA	-0.41136	0.0209284
Microbat	ENSMLUG00000000280	CFAP20	-0.41169	0.032284
Microbat	ENSMLUG00000014170	CHST10	-0.412318	0.0154565
Microbat	ENSMLUG00000005188	FAXC	-0.412993	0.0469215
Microbat	ENSMLUG00000003417	MYOM1	-0.414079	0.0443847
Microbat	ENSMLUG00000001922	NA	-0.416628	0.0469215
Microbat	ENSMLUG00000006848	GNE	-0.416715	0.00342261
Microbat	ENSMLUG00000000526	FAM102B	-0.41814	0.0252093
Microbat	ENSMLUG00000017647	MADD	-0.419562	0.0201672
Microbat	ENSMLUG00000001668	GTF2IRD1	-0.420485	0.0172411
Microbat	ENSMLUG00000009825	NCKAP5L	-0.422893	0.0350586
Microbat	ENSMLUG00000015035	NA	-0.422949	0.0306467
Microbat	ENSMLUG00000011319	GALE	-0.423897	0.0142861
Microbat	ENSMLUG00000009682	TRAF3	-0.425359	0.0463909
Microbat	ENSMLUG00000010103	RAB11FIP3	-0.428346	0.00748376
Microbat	ENSMLUG00000008241	NA	-0.431354	0.0470855
Microbat	ENSMLUG00000025743	C2CD2L	-0.43514	0.00429314
Microbat	ENSMLUG00000000846	TUB	-0.435716	0.00257826
Microbat	ENSMLUG00000023974	AGPAT4	-0.436209	0.0310317
Microbat	ENSMLUG00000005082	CBX6	-0.44127	0.0130877
Microbat	ENSMLUG00000026045	NA	-0.442144	0.0276881
Microbat	ENSMLUG00000012937	ZNF385A	-0.443067	0.034013
Microbat	ENSMLUG00000009450	KCTD10	-0.444283	0.000699723
Microbat	ENSMLUG00000005149	TMED8	-0.445275	0.0372596
Microbat	ENSMLUG00000027816	NA	-0.445524	0.0466489
Microbat	ENSMLUG00000001953	PNP	-0.446054	0.0328191
Microbat	ENSMLUG00000012318	ABCC1	-0.446741	0.00226901
Microbat	ENSMLUG00000000753	SYNC	-0.447077	0.0178766
Microbat	ENSMLUG00000006056	DENND2A	-0.448707	0.0055524
Microbat	ENSMLUG00000004590	PRADC1	-0.449123	0.0272856
Microbat	ENSMLUG00000026374	NA	-0.449873	0.0440688
Microbat	ENSMLUG00000000832	NPHP3	-0.450107	0.0470516
Microbat	ENSMLUG00000012336	MAGED1	-0.450505	0.00133937
Microbat	ENSMLUG00000014685	DIP2C	-0.452191	0.00243212
Microbat	ENSMLUG00000027418	NA	-0.452561	0.0115775
Microbat	ENSMLUG00000015590	GAS8	-0.453839	0.0140133
Microbat	ENSMLUG00000010142	EPHB4	-0.454136	0.00193719
Microbat	ENSMLUG00000005599	NA	-0.454339	0.00548358
Microbat	ENSMLUG00000013558	FAM102A	-0.45469	0.0382975
Microbat	ENSMLUG00000006341	NA	-0.454911	0.0162751
Microbat	ENSMLUG00000009436	KLF7	-0.454997	0.0246649
Microbat	ENSMLUG00000029718	C11orf95	-0.455251	0.00805653
Microbat	ENSMLUG00000012613	EPN2	-0.455747	0.000803721
Microbat	ENSMLUG00000004660	NA	-0.456099	0.014439
Microbat	ENSMLUG00000026008	NA	-0.45714	0.0348566
Microbat	ENSMLUG00000026882	NA	-0.458931	0.00575457
Microbat	ENSMLUG00000004872	LRRC8D	-0.461966	0.0272895
Microbat	ENSMLUG00000028685	NA	-0.463927	0.0309263
Microbat	ENSMLUG00000003501	GDI1	-0.464326	0.00100714
Microbat	ENSMLUG00000030501	NA	-0.465308	0.0272895
Microbat	ENSMLUG00000029800	SF1	-0.465845	0.00638713
Microbat	ENSMLUG00000017514	HIPK2	-0.468459	0.00582546
Microbat	ENSMLUG00000015515	SMOX	-0.46968	0.00680277
Microbat	ENSMLUG00000008345	HECTD4	-0.473455	0.000367497
Microbat	ENSMLUG00000013462	TRAF4	-0.474624	0.00265916
Microbat	ENSMLUG00000006275	ADCK3	-0.474828	0.00391079
Microbat	ENSMLUG00000025100	NA	-0.476084	0.00114258
Microbat	ENSMLUG00000024629	KCNMB4	-0.476285	0.00623262
Microbat	ENSMLUG00000001291	SCLY	-0.476804	0.0150962
Microbat	ENSMLUG00000001529	WIPI1	-0.478946	0.0020996
Microbat	ENSMLUG00000024007	LRFN1	-0.480862	0.0115767
Microbat	ENSMLUG00000011650	RHOBTB1	-0.481118	0.0382487
Microbat	ENSMLUG00000016412	THBS1	-0.481507	0.000886267
Microbat	ENSMLUG00000001388	PREB	-0.482183	0.00182702
Microbat	ENSMLUG00000013088	TSPYL2	-0.482693	0.0143357
Microbat	ENSMLUG00000004279	DBN1	-0.483584	0.000267077
Microbat	ENSMLUG00000015845	FOXRED2	-0.485941	0.0182164
Microbat	ENSMLUG00000002587	MITF	-0.486055	0.0115767
Microbat	ENSMLUG00000001191	NA	-0.486413	0.00669802
Microbat	ENSMLUG00000005277	SWI5	-0.487144	0.0136105
Microbat	ENSMLUG00000026391	NA	-0.487586	0.0154032
Microbat	ENSMLUG00000006510	GPR137B	-0.487652	0.0089918
Microbat	ENSMLUG00000006394	ZNF48	-0.488054	0.0150962
Microbat	ENSMLUG00000003076	CCNJL	-0.488549	0.0419329
Microbat	ENSMLUG00000008702	PHLPP2	-0.489806	0.0382487
Microbat	ENSMLUG00000014932	LMOD2	-0.490217	0.0261226
Microbat	ENSMLUG00000023488	NA	-0.491076	0.0091421
Microbat	ENSMLUG00000010634	ZNF212	-0.492011	0.0261701
Microbat	ENSMLUG00000014438	ACOT11	-0.492325	0.00740777
Microbat	ENSMLUG00000025344	NA	-0.492976	0.0249823
Microbat	ENSMLUG00000000395	NUMBL	-0.493591	0.00256959
Microbat	ENSMLUG00000001986	CCDC150	-0.493722	0.0278764
Microbat	ENSMLUG00000014870	CYTH1	-0.494458	0.00513074
Microbat	ENSMLUG00000026969	NDRG4	-0.496517	0.000625564
Microbat	ENSMLUG00000013389	SLC2A8	-0.497451	0.0147097
Microbat	ENSMLUG00000003080	SSH2	-0.49758	0.019824
Microbat	ENSMLUG00000006585	HDAC9	-0.499023	0.00582365
Microbat	ENSMLUG00000003408	AHSA2	-0.499246	0.0194643
Microbat	ENSMLUG00000026646	GPR173	-0.502904	0.00554436
Microbat	ENSMLUG00000012990	ENTPD7	-0.503559	0.0250436
Microbat	ENSMLUG00000026195	NA	-0.506817	0.0302477
Microbat	ENSMLUG00000017640	PACSIN3	-0.507883	0.00912546
Microbat	ENSMLUG00000013441	DYRK1B	-0.508307	0.000928567
Microbat	ENSMLUG00000027673	NA	-0.51247	0.0245193
Microbat	ENSMLUG00000028446	NA	-0.513256	0.0183575
Microbat	ENSMLUG00000022476	KIAA1522	-0.514075	0.00500937
Microbat	ENSMLUG00000001738	ZMYND19	-0.517051	0.022638
Microbat	ENSMLUG00000026473	NA	-0.518247	0.0369055
Microbat	ENSMLUG00000010949	MUS81	-0.518337	0.000331008
Microbat	ENSMLUG00000012170	HOMER3	-0.518933	0.00101398
Microbat	ENSMLUG00000006810	HYKK	-0.519913	0.012392
Microbat	ENSMLUG00000007408	APPL2	-0.521014	0.0141589
Microbat	ENSMLUG00000002700	LDB2	-0.521731	0.00143379
Microbat	ENSMLUG00000015445	NA	-0.523953	0.000631169
Microbat	ENSMLUG00000008944	BCORL1	-0.524081	0.00475199
Microbat	ENSMLUG00000000639	SEMA4A	-0.525418	0.0127024
Microbat	ENSMLUG00000023458	NA	-0.525707	0.0270769
Microbat	ENSMLUG00000004269	GRK6	-0.525816	0.000365312
Microbat	ENSMLUG00000014594	NDRG2	-0.526132	0.0204713
Microbat	ENSMLUG00000002767	NUDT4	-0.526886	0.00102825
Microbat	ENSMLUG00000012048	HSD17B7	-0.528242	0.000826745
Microbat	ENSMLUG00000016487	PLCE1	-0.528461	0.00386833
Microbat	ENSMLUG00000008482	PYCRL	-0.528831	0.0278764
Microbat	ENSMLUG00000027351	NA	-0.532751	0.0191355
Microbat	ENSMLUG00000010036	DUSP22	-0.533229	0.00646218
Microbat	ENSMLUG00000005981	NA	-0.534722	0.0117304
Microbat	ENSMLUG00000024953	IGSF9	-0.535443	0.00546561
Microbat	ENSMLUG00000028773	NA	-0.535993	0.0367019
Microbat	ENSMLUG00000015003	TGFBR1	-0.536965	0.0046859
Microbat	ENSMLUG00000007725	PLEKHA8	-0.537682	0.00249312
Microbat	ENSMLUG00000023164	NA	-0.538489	0.0239863
Microbat	ENSMLUG00000005944	SLC7A6	-0.547471	0.000770792
Microbat	ENSMLUG00000012253	NHSL2	-0.548044	0.0259974
Microbat	ENSMLUG00000023326	RCOR2	-0.548654	0.00552461
Microbat	ENSMLUG00000011260	YPEL3	-0.548844	0.00167213
Microbat	ENSMLUG00000007742	ACYP1	-0.549678	0.0328191
Microbat	ENSMLUG00000003137	NETO2	-0.550337	0.0211783
Microbat	ENSMLUG00000001290	RBM4B	-0.550369	0.00139208
Microbat	ENSMLUG00000001033	TSPAN18	-0.551473	0.00378573
Microbat	ENSMLUG00000014976	RSG1	-0.5516	0.0118528
Microbat	ENSMLUG00000003026	HSDL1	-0.551608	0.016801
Microbat	ENSMLUG00000015839	DOK4	-0.552576	0.023116
Microbat	ENSMLUG00000017102	AGO4	-0.553599	0.00669802
Microbat	ENSMLUG00000006123	DNAJB5	-0.556147	0.00757267
Microbat	ENSMLUG00000030360	FMNL3	-0.556248	0.000230082
Microbat	ENSMLUG00000024858	TRPT1	-0.558415	0.0308655
Microbat	ENSMLUG00000009262	DFNB31	-0.559236	0.0104188
Microbat	ENSMLUG00000007478	HMBOX1	-0.561434	0.0091421
Microbat	ENSMLUG00000011368	ARHGAP39	-0.561874	0.0109225
Microbat	ENSMLUG00000002421	TEAD2	-0.562117	1.80975E-05
Microbat	ENSMLUG00000003612	PER1	-0.570014	0.00950978
Microbat	ENSMLUG00000005085	ANKRD13D	-0.570072	0.0122605
Microbat	ENSMLUG00000011150	KIAA0895L	-0.570789	0.00200692
Microbat	ENSMLUG00000007384	B3GALT4	-0.570884	0.00768473
Microbat	ENSMLUG00000009933	POU6F1	-0.571112	0.013275
Microbat	ENSMLUG00000023720	NA	-0.571371	0.0470766
Microbat	ENSMLUG00000006787	MPP6	-0.571582	0.0166759
Microbat	ENSMLUG00000002948	PLEKHG2	-0.571751	5.86229E-05
Microbat	ENSMLUG00000028205	NA	-0.573495	0.000630723
Microbat	ENSMLUG00000014977	NA	-0.573948	0.00019156
Microbat	ENSMLUG00000011967	MYLK	-0.574573	0.00526288
Microbat	ENSMLUG00000000300	LONRF1	-0.578081	0.00308208
Microbat	ENSMLUG00000026701	C15orf59	-0.578892	0.00969348
Microbat	ENSMLUG00000016964	ZBTB41	-0.581389	0.00209083
Microbat	ENSMLUG00000006948	PIK3C2B	-0.583628	0.00384666
Microbat	ENSMLUG00000003496	NA	-0.584046	0.0245594
Microbat	ENSMLUG00000002737	SH3BP5	-0.585232	0.00245801
Microbat	ENSMLUG00000023281	NA	-0.585703	3.77979E-05
Microbat	ENSMLUG00000023558	NA	-0.586771	0.00956403
Microbat	ENSMLUG00000005787	OSBPL6	-0.588733	0.0311009
Microbat	ENSMLUG00000007303	PDK2	-0.590955	0.000939181
Microbat	ENSMLUG00000001445	FNDC4	-0.591145	0.0196517
Microbat	ENSMLUG00000024483	FAM185A	-0.591648	0.010012
Microbat	ENSMLUG00000003606	SUOX	-0.59466	3.83742E-05
Microbat	ENSMLUG00000005939	METTL21B	-0.596595	0.0106858
Microbat	ENSMLUG00000005011	MEGF9	-0.597167	0.00368324
Microbat	ENSMLUG00000016449	JARID2	-0.599471	0.0017518
Microbat	ENSMLUG00000013075	DOCK4	-0.600724	0.00422533
Microbat	ENSMLUG00000022821	NA	-0.604831	0.00892707
Microbat	ENSMLUG00000010586	FBXL16	-0.605557	0.00559598
Microbat	ENSMLUG00000011744	NA	-0.606113	0.0278764
Microbat	ENSMLUG00000007228	LURAP1L	-0.611546	0.00862066
Microbat	ENSMLUG00000008875	MVD	-0.620084	3.69676E-05
Microbat	ENSMLUG00000024611	NA	-0.625991	0.00127786
Microbat	ENSMLUG00000028194	NA	-0.626437	0.000647565
Microbat	ENSMLUG00000011732	KRT80	-0.629107	0.0080119
Microbat	ENSMLUG00000006603	PELI2	-0.629924	0.0186361
Microbat	ENSMLUG00000006552	RAB30	-0.631944	0.0082932
Microbat	ENSMLUG00000011227	SNX30	-0.635034	0.00950978
Microbat	ENSMLUG00000006961	TP53INP2	-0.635044	0.00170708
Microbat	ENSMLUG00000005254	NA	-0.636643	0.0353853
Microbat	ENSMLUG00000002677	PLCL1	-0.639551	0.00482549
Microbat	ENSMLUG00000024237	NA	-0.640029	0.0180493
Microbat	ENSMLUG00000003234	MPP3	-0.640321	0.016278
Microbat	ENSMLUG00000005138	NA	-0.643762	0.00223852
Microbat	ENSMLUG00000002004	CBLB	-0.647516	0.00893049
Microbat	ENSMLUG00000006827	ZNF275	-0.647906	0.00011262
Microbat	ENSMLUG00000027236	NA	-0.649647	0.00720287
Microbat	ENSMLUG00000026317	APH1B	-0.655241	0.043327
Microbat	ENSMLUG00000006407	ECE2	-0.655323	0.0024027
Microbat	ENSMLUG00000012563	SNCAIP	-0.660115	0.0440688
Microbat	ENSMLUG00000029880	NA	-0.660515	0.0229681
Microbat	ENSMLUG00000021707	NA	-0.671046	0.0271655
Microbat	ENSMLUG00000009367	MORN4	-0.674946	0.0070152
Microbat	ENSMLUG00000012525	NA	-0.679425	0.0412956
Microbat	ENSMLUG00000028095	NA	-0.683064	3.37625E-05
Microbat	ENSMLUG00000014335	NA	-0.68824	0.0249823
Microbat	ENSMLUG00000010405	TGFBR3	-0.690249	0.000231921
Microbat	ENSMLUG00000004052	PELI3	-0.693638	0.0398617
Microbat	ENSMLUG00000009337	AMPH	-0.695691	0.0282901
Microbat	ENSMLUG00000017770	ZNF774	-0.696676	0.0122836
Microbat	ENSMLUG00000029404	CTNNBIP1	-0.697227	0.0350452
Microbat	ENSMLUG00000000512	RAI1	-0.698744	0.000191068
Microbat	ENSMLUG00000028297	PRR36	-0.699472	0.00187856
Microbat	ENSMLUG00000013812	FAM117B	-0.700994	6.84333E-05
Microbat	ENSMLUG00000011171	LRRC3	-0.702668	0.0318859
Microbat	ENSMLUG00000010185	MEX3A	-0.702984	0.000250868
Microbat	ENSMLUG00000016977	KLHL8	-0.707522	0.0448713
Microbat	ENSMLUG00000029715	NA	-0.71014	0.0294747
Microbat	ENSMLUG00000017684	SIPA1L2	-0.710332	0.000855208
Microbat	ENSMLUG00000014111	DOCK9	-0.711214	0.000215334
Microbat	ENSMLUG00000000892	NINL	-0.711806	0.00268491
Microbat	ENSMLUG00000001548	PM20D2	-0.711908	0.0419329
Microbat	ENSMLUG00000022578	NA	-0.712534	0.0289417
Microbat	ENSMLUG00000010611	SLC39A14	-0.712994	1.42698E-05
Microbat	ENSMLUG00000016457	NA	-0.713861	0.0295581
Microbat	ENSMLUG00000028154	NA	-0.715268	0.0115775
